age,job,marital,education,default,balance,day,month,duration,campaign,pdays,previous,poutcome,y,housing,loan
36,management,single,tertiary,no,0,22,aug,136,2,-1,0,unknown,no,no,no
32,technician,single,tertiary,no,388,22,aug,119,2,-1,0,unknown,no,yes,no
46,technician,divorced,secondary,no,447,22,aug,314,2,-1,0,unknown,no,no,yes
52,blue-collar,married,primary,no,796,22,aug,150,2,-1,0,unknown,no,no,no
43,technician,married,secondary,no,328,22,aug,79,2,-1,0,unknown,no,no,no
46,services,married,primary,no,599,22,aug,257,2,-1,0,unknown,no,no,no
35,management,married,tertiary,no,3168,22,aug,24,30,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,0,22,aug,69,2,-1,0,unknown,no,no,no
33,management,married,tertiary,no,4636,22,aug,129,6,-1,0,unknown,no,no,no
55,blue-collar,married,unknown,no,890,22,aug,1329,2,-1,0,unknown,yes,no,no
55,self-employed,married,secondary,no,100,22,aug,358,4,-1,0,unknown,no,no,no
49,technician,married,secondary,no,1982,22,aug,73,15,-1,0,unknown,no,yes,yes
40,self-employed,married,secondary,no,0,22,aug,55,6,-1,0,unknown,no,no,no
48,technician,married,secondary,no,23495,22,aug,63,8,-1,0,unknown,no,no,no
35,technician,married,secondary,no,19,22,aug,268,2,-1,0,unknown,no,no,no
51,management,married,tertiary,no,0,22,aug,111,2,-1,0,unknown,no,no,no
58,management,single,tertiary,no,0,22,aug,72,2,-1,0,unknown,no,no,no
58,blue-collar,married,secondary,no,371,22,aug,73,2,-1,0,unknown,no,no,no
37,management,single,tertiary,no,767,22,aug,160,2,-1,0,unknown,no,no,no
60,blue-collar,married,primary,no,864,22,aug,67,4,-1,0,unknown,no,no,no
36,management,single,tertiary,no,1520,22,aug,101,2,-1,0,unknown,no,no,no
45,housemaid,married,secondary,no,1623,22,aug,192,4,-1,0,unknown,no,no,no
33,self-employed,married,tertiary,no,215,22,aug,286,2,-1,0,unknown,no,no,yes
52,blue-collar,married,primary,no,994,22,aug,109,2,-1,0,unknown,no,no,no
35,technician,divorced,secondary,no,54,22,aug,73,2,-1,0,unknown,no,no,no
36,technician,single,tertiary,no,1324,22,aug,85,2,-1,0,unknown,no,no,no
31,technician,single,secondary,no,125,22,aug,78,2,-1,0,unknown,no,no,no
57,housemaid,married,secondary,no,0,22,aug,197,2,-1,0,unknown,no,no,no
30,management,single,tertiary,no,370,22,aug,64,2,-1,0,unknown,no,no,no
55,blue-collar,married,tertiary,no,1341,22,aug,46,8,-1,0,unknown,no,no,no
32,technician,single,secondary,no,90,22,aug,278,2,-1,0,unknown,no,no,no
35,technician,single,tertiary,no,296,22,aug,91,2,-1,0,unknown,no,no,no
54,housemaid,married,primary,no,179,22,aug,132,2,-1,0,unknown,no,no,no
35,technician,married,secondary,no,13,22,aug,94,2,-1,0,unknown,no,no,no
32,management,single,tertiary,no,0,22,aug,148,2,-1,0,unknown,no,no,no
31,technician,single,secondary,no,5,22,aug,121,2,-1,0,unknown,no,no,no
57,blue-collar,married,primary,no,1075,22,aug,164,6,-1,0,unknown,no,no,no
32,self-employed,married,tertiary,no,3601,22,aug,171,15,-1,0,unknown,no,no,no
55,blue-collar,married,primary,no,396,22,aug,74,2,-1,0,unknown,no,no,no
55,housemaid,married,secondary,no,139,22,aug,256,2,-1,0,unknown,no,no,no
34,technician,single,secondary,no,559,22,aug,259,2,-1,0,unknown,no,no,no
46,management,single,tertiary,no,0,22,aug,686,2,-1,0,unknown,yes,no,no
33,management,single,secondary,no,-298,22,aug,168,2,-1,0,unknown,no,no,no
32,technician,single,secondary,no,0,22,aug,114,2,-1,0,unknown,no,no,no
49,housemaid,married,secondary,no,211,22,aug,220,2,-1,0,unknown,no,no,no
36,technician,married,tertiary,no,473,22,aug,72,2,-1,0,unknown,no,no,no
44,management,divorced,tertiary,yes,-26,22,aug,92,4,-1,0,unknown,no,no,no
46,admin.,married,secondary,no,154,22,aug,58,2,-1,0,unknown,no,no,no
36,management,divorced,tertiary,no,276,22,aug,131,2,-1,0,unknown,no,yes,no
53,services,married,primary,no,6,22,aug,80,2,-1,0,unknown,no,no,no
32,management,married,tertiary,no,282,22,aug,92,2,-1,0,unknown,no,no,no
52,services,married,secondary,no,145,22,aug,205,4,-1,0,unknown,no,no,no
50,housemaid,married,secondary,no,195,22,aug,168,2,-1,0,unknown,no,no,no
33,technician,single,secondary,no,80,22,aug,572,2,-1,0,unknown,no,no,no
46,services,married,secondary,no,273,22,aug,565,2,-1,0,unknown,yes,no,no
50,entrepreneur,married,secondary,no,7907,22,aug,363,2,-1,0,unknown,no,yes,yes
57,retired,married,primary,no,333,22,aug,336,2,-1,0,unknown,no,no,no
52,management,married,tertiary,no,0,22,aug,232,2,-1,0,unknown,no,no,no
49,management,single,tertiary,no,11,22,aug,251,2,-1,0,unknown,no,no,no
36,technician,married,secondary,no,331,22,aug,239,4,-1,0,unknown,no,no,no
36,management,single,secondary,no,1898,22,aug,243,4,-1,0,unknown,no,yes,no
39,technician,married,secondary,no,13165,22,aug,147,4,-1,0,unknown,no,yes,yes
48,management,divorced,tertiary,no,2939,22,aug,91,4,-1,0,unknown,no,no,no
52,housemaid,married,primary,no,335,22,aug,217,5,-1,0,unknown,no,no,no
50,blue-collar,married,primary,no,1052,22,aug,149,4,-1,0,unknown,no,no,no
50,management,single,tertiary,no,0,22,aug,128,4,-1,0,unknown,no,no,no
33,management,single,tertiary,no,112,22,aug,112,4,-1,0,unknown,no,no,no
47,blue-collar,married,primary,no,9346,22,aug,19,21,-1,0,unknown,no,no,no
49,management,married,tertiary,no,234,22,aug,55,6,-1,0,unknown,no,no,no
35,management,single,tertiary,no,1496,22,aug,73,4,-1,0,unknown,no,yes,no
46,entrepreneur,married,tertiary,no,1920,22,aug,604,6,-1,0,unknown,yes,no,no
52,technician,married,secondary,no,2944,22,aug,22,18,-1,0,unknown,no,no,no
58,retired,married,primary,no,701,22,aug,137,4,-1,0,unknown,no,no,no
43,management,married,tertiary,no,1,22,aug,239,4,-1,0,unknown,no,no,no
31,management,divorced,tertiary,no,-6,22,aug,119,6,-1,0,unknown,no,no,yes
30,technician,married,tertiary,no,296,22,aug,1809,5,-1,0,unknown,no,no,no
47,management,married,tertiary,no,5049,22,aug,47,7,-1,0,unknown,no,no,no
47,housemaid,divorced,secondary,no,26,22,aug,48,4,-1,0,unknown,no,no,no
31,management,single,secondary,no,2,22,aug,65,4,-1,0,unknown,no,no,no
30,management,married,tertiary,no,882,22,aug,102,6,-1,0,unknown,no,no,no
30,technician,married,secondary,no,817,22,aug,180,4,-1,0,unknown,no,yes,no
44,management,married,tertiary,no,1383,22,aug,243,12,-1,0,unknown,no,no,no
46,management,married,tertiary,no,144,22,aug,79,4,-1,0,unknown,no,no,no
30,management,married,tertiary,no,696,22,aug,187,4,-1,0,unknown,no,no,no
54,blue-collar,married,primary,no,2110,22,aug,120,8,-1,0,unknown,no,yes,no
49,admin.,married,secondary,no,682,22,aug,86,4,-1,0,unknown,no,no,no
50,admin.,married,primary,no,82,22,aug,101,4,-1,0,unknown,no,no,no
38,self-employed,married,tertiary,no,656,22,aug,508,7,-1,0,unknown,no,yes,no
54,unknown,married,primary,no,981,22,aug,651,12,-1,0,unknown,no,no,no
34,unemployed,married,tertiary,no,10,22,aug,71,5,-1,0,unknown,no,no,no
36,technician,married,tertiary,no,508,22,aug,233,4,-1,0,unknown,no,no,no
47,management,married,tertiary,no,286,22,aug,557,7,-1,0,unknown,no,no,no
36,management,divorced,tertiary,no,0,22,aug,247,4,-1,0,unknown,no,no,no
47,blue-collar,married,primary,no,469,22,aug,208,6,-1,0,unknown,no,no,no
49,management,married,tertiary,no,502,22,aug,379,4,-1,0,unknown,no,no,no
50,technician,married,secondary,no,0,22,aug,295,5,-1,0,unknown,no,no,no
59,housemaid,married,primary,no,57,22,aug,212,11,-1,0,unknown,no,no,no
34,management,married,secondary,no,857,22,aug,238,6,-1,0,unknown,no,yes,no
31,management,single,tertiary,no,-201,22,aug,81,4,-1,0,unknown,no,yes,no
36,technician,single,secondary,no,159,22,aug,251,4,-1,0,unknown,no,yes,no
30,unemployed,single,tertiary,no,463,22,aug,374,4,-1,0,unknown,no,no,no
41,technician,married,secondary,no,994,22,aug,117,4,-1,0,unknown,no,no,no
35,self-employed,married,secondary,no,1256,22,aug,73,7,-1,0,unknown,no,yes,no
31,management,single,tertiary,no,47,22,aug,361,4,-1,0,unknown,no,no,no
33,management,single,tertiary,no,71,22,aug,107,6,-1,0,unknown,no,no,no
32,management,single,tertiary,no,17,22,aug,72,4,-1,0,unknown,no,no,no
50,management,married,tertiary,yes,72,22,aug,171,13,-1,0,unknown,no,no,no
39,management,single,tertiary,no,968,22,aug,199,6,-1,0,unknown,no,yes,no
41,technician,married,secondary,no,0,22,aug,209,2,-1,0,unknown,no,no,no
32,technician,single,tertiary,no,195,22,aug,239,2,-1,0,unknown,no,yes,no
35,technician,married,tertiary,no,1006,22,aug,69,4,-1,0,unknown,no,no,no
30,technician,single,secondary,no,3,22,aug,198,2,-1,0,unknown,no,no,no
32,management,married,tertiary,no,4,22,aug,195,4,-1,0,unknown,no,no,no
46,housemaid,married,primary,no,131,22,aug,234,4,-1,0,unknown,no,no,no
31,unknown,divorced,tertiary,no,137,22,aug,385,9,-1,0,unknown,no,no,no
57,retired,married,primary,no,318,22,aug,371,4,-1,0,unknown,no,no,no
39,management,married,tertiary,no,0,22,aug,714,6,-1,0,unknown,no,no,no
40,technician,married,tertiary,no,1207,22,aug,105,3,-1,0,unknown,no,no,no
60,retired,married,secondary,no,30,22,aug,629,4,-1,0,unknown,no,no,no
49,technician,married,tertiary,no,2950,22,aug,91,16,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,141,22,aug,10,13,-1,0,unknown,no,yes,yes
34,management,single,secondary,no,0,22,aug,132,4,-1,0,unknown,no,no,no
59,admin.,married,secondary,no,1575,22,aug,1241,11,-1,0,unknown,yes,yes,no
34,management,single,tertiary,no,1336,22,aug,217,6,-1,0,unknown,no,no,no
33,entrepreneur,married,secondary,no,5809,22,aug,219,4,-1,0,unknown,no,yes,no
40,management,married,tertiary,no,0,22,aug,61,4,-1,0,unknown,no,no,no
32,management,single,tertiary,no,0,22,aug,28,4,-1,0,unknown,no,no,no
34,management,divorced,tertiary,no,140,22,aug,80,4,-1,0,unknown,no,no,no
43,technician,single,secondary,no,4990,22,aug,88,10,-1,0,unknown,no,yes,no
55,management,divorced,tertiary,no,1598,22,aug,607,4,-1,0,unknown,no,no,no
31,technician,single,secondary,no,354,22,aug,186,2,-1,0,unknown,no,no,yes
57,technician,married,secondary,no,0,22,aug,527,6,-1,0,unknown,no,no,no
36,technician,divorced,secondary,no,433,22,aug,173,3,-1,0,unknown,no,no,no
36,services,married,secondary,no,33,22,aug,81,2,-1,0,unknown,no,yes,yes
47,housemaid,married,secondary,no,443,22,aug,222,3,-1,0,unknown,no,no,no
32,technician,married,tertiary,no,0,22,aug,277,3,-1,0,unknown,no,no,no
32,management,married,tertiary,no,263,22,aug,175,1,-1,0,unknown,no,no,no
36,technician,single,secondary,no,664,22,aug,309,3,-1,0,unknown,no,no,no
35,technician,married,secondary,no,712,22,aug,97,5,-1,0,unknown,no,yes,yes
41,management,married,tertiary,no,527,22,aug,96,1,-1,0,unknown,no,no,no
51,blue-collar,married,secondary,no,548,22,aug,511,4,-1,0,unknown,no,no,no
45,technician,divorced,secondary,no,88,22,aug,55,3,-1,0,unknown,no,yes,no
34,management,married,secondary,no,42,22,aug,82,3,-1,0,unknown,no,no,no
31,technician,single,secondary,no,373,22,aug,346,5,-1,0,unknown,no,no,no
31,management,single,tertiary,no,55,22,aug,215,1,-1,0,unknown,no,no,no
59,retired,married,primary,no,0,22,aug,347,1,-1,0,unknown,no,no,no
32,technician,married,tertiary,no,43,22,aug,154,5,-1,0,unknown,no,no,no
47,services,married,secondary,no,2322,22,aug,618,1,-1,0,unknown,no,no,no
35,technician,single,secondary,no,127,22,aug,203,1,-1,0,unknown,no,no,no
59,retired,married,primary,no,0,22,aug,460,1,-1,0,unknown,no,no,no
56,admin.,married,secondary,no,150,22,aug,105,1,-1,0,unknown,no,no,no
41,technician,married,secondary,no,65,22,aug,157,1,-1,0,unknown,no,no,no
36,management,single,tertiary,no,156,22,aug,122,1,-1,0,unknown,no,no,no
45,technician,married,tertiary,no,12766,22,aug,129,3,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,336,22,aug,661,1,-1,0,unknown,no,no,no
37,management,married,secondary,no,261,22,aug,296,3,-1,0,unknown,no,no,no
31,management,single,tertiary,no,1308,22,aug,323,3,-1,0,unknown,no,no,no
45,management,married,tertiary,no,0,22,aug,112,3,-1,0,unknown,no,no,no
31,housemaid,single,tertiary,no,0,22,aug,78,3,-1,0,unknown,no,no,no
36,technician,married,secondary,no,287,22,aug,381,6,-1,0,unknown,no,no,no
30,technician,single,secondary,no,0,22,aug,79,5,-1,0,unknown,no,no,no
42,technician,divorced,secondary,no,2861,22,aug,30,5,-1,0,unknown,no,no,no
47,services,married,tertiary,no,871,22,aug,602,9,-1,0,unknown,no,no,no
37,technician,married,secondary,no,1725,22,aug,75,7,-1,0,unknown,no,no,no
31,management,single,tertiary,no,18,22,aug,332,3,-1,0,unknown,no,no,no
43,management,married,secondary,no,445,22,aug,108,18,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,0,22,aug,121,2,-1,0,unknown,no,no,no
31,technician,married,secondary,no,298,22,aug,436,5,-1,0,unknown,no,no,no
30,self-employed,married,tertiary,no,-517,22,aug,123,2,-1,0,unknown,no,yes,yes
34,technician,single,tertiary,no,632,22,aug,215,10,-1,0,unknown,no,no,no
48,blue-collar,married,primary,no,2519,22,aug,105,5,-1,0,unknown,no,no,no
30,services,married,secondary,no,475,22,aug,192,5,-1,0,unknown,no,no,no
37,technician,married,tertiary,no,2043,22,aug,143,4,-1,0,unknown,no,no,no
53,unemployed,divorced,secondary,no,468,22,aug,153,6,-1,0,unknown,no,no,no
31,technician,divorced,tertiary,no,75,22,aug,34,9,-1,0,unknown,no,no,no
34,technician,married,tertiary,no,23,22,aug,289,6,-1,0,unknown,no,no,no
35,management,married,tertiary,no,94,22,aug,239,3,-1,0,unknown,no,no,no
47,blue-collar,married,secondary,no,4709,22,aug,78,4,-1,0,unknown,no,no,no
54,management,divorced,secondary,no,2762,22,aug,309,7,-1,0,unknown,no,no,no
59,admin.,married,secondary,no,6264,22,aug,353,16,-1,0,unknown,no,no,no
45,services,married,secondary,no,1064,22,aug,210,6,-1,0,unknown,no,no,no
49,technician,married,secondary,no,702,22,aug,145,7,-1,0,unknown,no,no,no
38,housemaid,married,secondary,no,316,22,aug,101,4,-1,0,unknown,no,no,no
32,management,married,tertiary,no,26,22,aug,222,6,-1,0,unknown,no,no,no
46,housemaid,married,primary,no,304,22,aug,166,5,-1,0,unknown,no,no,no
55,blue-collar,married,secondary,no,176,22,aug,140,11,-1,0,unknown,no,no,yes
58,blue-collar,married,primary,no,4354,22,aug,98,7,-1,0,unknown,no,yes,no
51,technician,married,secondary,no,130,22,aug,547,3,-1,0,unknown,no,no,no
37,management,married,tertiary,no,49,22,aug,132,1,-1,0,unknown,no,no,yes
50,services,single,secondary,no,321,22,aug,90,11,-1,0,unknown,no,no,no
47,blue-collar,married,secondary,no,-18,22,aug,155,2,-1,0,unknown,no,no,yes
53,services,married,secondary,no,1,22,aug,120,10,-1,0,unknown,no,no,no
51,management,married,tertiary,no,79,22,aug,209,7,-1,0,unknown,no,no,yes
33,management,single,tertiary,no,349,22,aug,182,1,-1,0,unknown,no,no,no
60,blue-collar,married,primary,no,0,22,aug,195,1,-1,0,unknown,no,no,no
49,blue-collar,married,primary,no,239,22,aug,90,3,-1,0,unknown,no,no,no
49,blue-collar,married,primary,no,397,22,aug,263,1,-1,0,unknown,no,no,no
47,blue-collar,married,primary,no,0,22,aug,98,3,-1,0,unknown,no,no,no
32,self-employed,married,tertiary,no,102,22,aug,398,5,-1,0,unknown,no,no,no
37,housemaid,married,primary,no,655,22,aug,160,1,-1,0,unknown,no,yes,no
30,technician,married,secondary,no,394,22,aug,216,13,-1,0,unknown,no,no,no
38,management,married,tertiary,no,441,22,aug,82,7,-1,0,unknown,no,yes,yes
53,housemaid,married,unknown,no,0,22,aug,207,1,-1,0,unknown,no,no,no
44,self-employed,married,secondary,no,465,22,aug,160,1,-1,0,unknown,no,no,no
31,technician,single,secondary,no,-466,22,aug,142,1,-1,0,unknown,no,no,no
40,self-employed,married,secondary,no,2,22,aug,197,5,-1,0,unknown,no,no,no
41,management,divorced,tertiary,no,369,22,aug,9,3,-1,0,unknown,no,yes,no
44,technician,married,secondary,no,56,22,aug,148,8,-1,0,unknown,no,no,no
30,management,divorced,tertiary,no,0,22,aug,209,2,-1,0,unknown,no,no,no
33,technician,married,tertiary,no,29,22,aug,94,1,-1,0,unknown,no,no,no
33,technician,single,secondary,no,635,22,aug,124,1,-1,0,unknown,no,no,no
31,management,single,tertiary,no,34,22,aug,121,1,-1,0,unknown,no,no,no
33,management,single,secondary,no,15,22,aug,199,1,-1,0,unknown,no,no,no
32,management,married,tertiary,no,2172,22,aug,306,4,-1,0,unknown,no,yes,no
57,housemaid,married,unknown,no,0,22,aug,173,1,-1,0,unknown,no,no,no
44,housemaid,married,primary,no,41,22,aug,299,1,-1,0,unknown,no,no,no
41,housemaid,married,primary,no,46,22,aug,268,1,-1,0,unknown,no,no,no
40,management,married,secondary,no,830,22,aug,155,6,-1,0,unknown,no,no,no
59,blue-collar,married,primary,no,63,22,aug,176,6,-1,0,unknown,no,no,no
35,technician,single,secondary,no,126,22,aug,112,2,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,0,22,aug,135,3,-1,0,unknown,no,no,no
33,technician,single,secondary,no,0,22,aug,208,1,-1,0,unknown,no,no,no
33,unknown,married,tertiary,no,8971,22,aug,138,1,-1,0,unknown,no,no,no
45,technician,single,secondary,no,11,22,aug,247,1,-1,0,unknown,no,no,no
35,technician,single,secondary,no,24,22,aug,392,1,-1,0,unknown,no,no,no
52,self-employed,married,tertiary,no,583,22,aug,132,1,-1,0,unknown,no,yes,no
58,services,married,secondary,no,818,22,aug,283,1,-1,0,unknown,no,no,no
60,retired,married,unknown,no,963,22,aug,148,10,-1,0,unknown,no,no,no
51,unemployed,married,secondary,no,234,22,aug,735,1,-1,0,unknown,yes,no,no
39,technician,married,secondary,no,140,22,aug,110,1,-1,0,unknown,no,no,no
34,management,single,tertiary,no,0,22,aug,174,1,-1,0,unknown,no,no,no
38,technician,married,secondary,no,299,22,aug,200,1,-1,0,unknown,no,no,no
33,management,married,tertiary,no,52,22,aug,311,1,-1,0,unknown,no,no,no
32,technician,divorced,tertiary,no,53,22,aug,671,2,-1,0,unknown,yes,no,no
50,services,married,secondary,no,26394,25,aug,206,4,-1,0,unknown,no,no,no
31,technician,married,tertiary,no,1385,25,aug,116,8,-1,0,unknown,no,no,no
31,technician,single,secondary,no,4028,25,aug,139,5,-1,0,unknown,no,no,yes
60,retired,married,secondary,no,0,25,aug,87,2,-1,0,unknown,no,no,no
46,technician,married,secondary,no,520,25,aug,61,4,-1,0,unknown,no,no,no
57,retired,married,primary,no,3518,25,aug,626,3,-1,0,unknown,yes,yes,no
50,blue-collar,married,primary,no,19,25,aug,103,3,-1,0,unknown,no,no,no
39,technician,divorced,secondary,no,115,25,aug,116,9,-1,0,unknown,no,no,no
50,management,married,tertiary,no,135,25,aug,162,4,-1,0,unknown,no,no,no
36,management,married,tertiary,no,591,25,aug,109,5,-1,0,unknown,no,yes,no
36,management,single,tertiary,no,86,25,aug,48,4,-1,0,unknown,no,no,no
58,technician,married,tertiary,no,0,25,aug,540,4,-1,0,unknown,no,no,no
31,management,single,tertiary,no,0,25,aug,191,5,-1,0,unknown,no,no,no
30,management,single,tertiary,no,77,25,aug,342,3,-1,0,unknown,no,no,no
52,services,married,secondary,no,381,25,aug,288,12,-1,0,unknown,no,no,yes
53,unknown,married,unknown,no,0,25,aug,209,5,-1,0,unknown,no,no,no
51,technician,married,tertiary,no,-3,25,aug,91,9,-1,0,unknown,no,no,no
33,technician,single,secondary,no,-32,25,aug,196,12,-1,0,unknown,no,no,no
48,management,divorced,tertiary,no,0,25,aug,110,3,-1,0,unknown,no,no,no
60,retired,married,primary,no,155,25,aug,115,7,-1,0,unknown,no,no,no
50,management,divorced,tertiary,no,0,25,aug,57,3,-1,0,unknown,no,no,no
59,blue-collar,married,primary,no,6271,25,aug,102,5,-1,0,unknown,no,yes,no
33,technician,single,tertiary,no,137,25,aug,88,4,-1,0,unknown,no,no,no
37,self-employed,married,secondary,no,119,25,aug,68,4,-1,0,unknown,no,no,no
45,blue-collar,married,primary,no,185,25,aug,78,4,-1,0,unknown,no,no,no
47,management,married,secondary,no,1083,25,aug,141,4,-1,0,unknown,no,no,no
41,technician,married,secondary,no,2039,25,aug,160,4,-1,0,unknown,no,no,no
52,management,married,tertiary,no,967,25,aug,472,10,-1,0,unknown,no,no,no
35,technician,single,tertiary,no,275,25,aug,63,5,-1,0,unknown,no,yes,no
34,technician,married,secondary,no,47,25,aug,132,6,-1,0,unknown,no,no,no
36,management,married,tertiary,no,1235,25,aug,85,6,-1,0,unknown,no,no,no
